artist	song	video_id	confidence	source	score	duration	channel	title	alternates
Silk City	Electricity (Feat. Dua Lipa)	Q4-jOuHO-z4	low	search	55	274	Mark Ronson	Silk City, Dua Lipa - Electricity (Official Video) ft. Diplo, Mark Ronson	XJcU-iKqQxY 46 7clouds: Silk City, Dua Lipa - Electricity (Lyrics) ft. Diplo, Mark Ronson | vgAnkS_czC8 43 SyrebralVibes: Silk City, Dua Lipa - Electricity (Lyrics) ft. Diplo, Mark Ronson | pW4SW0deFjU 43 Diplo: Silk City & Dua Lipa - Electricity (Behind the Scenes)
Silk City	New Love (Feat. Ellie Goulding)	ZW5LkUnCoSE	low	search	55	209	Diplo	Silk City - New Love (feat. Ellie Goulding) (Official Music Video)	HYIJxHSeDB0 54 Mark Ronson: Silk City, Ellie Goulding - New Love (Official Audio) ft. Diplo, Mark Ronson | yaCyqv5Y5N0 45 Ellie Goulding: Silk City - New Love (feat. Ellie Goulding) (Official Lyric Video) | s34VO0MRHgg 44 VibesOnly: Silk City - New Love (Lyrics) ft. Ellie Goulding
Silk City	New Love (Feat. Ellie Goulding) (Clean Version)	ZW5LkUnCoSE	low	search	55	209	Diplo	Silk City - New Love (feat. Ellie Goulding) (Official Music Video)	HYIJxHSeDB0 54 Mark Ronson: Silk City, Ellie Goulding - New Love (Official Audio) ft. Diplo, Mark Ronson | yaCyqv5Y5N0 45 Ellie Goulding: Silk City - New Love (feat. Ellie Goulding) (Official Lyric Video) | s34VO0MRHgg 44 VibesOnly: Silk City - New Love (Lyrics) ft. Ellie Goulding
Silver Convention	Fly Robin Fly	U_XJAuscpTg	high	search	86	333	Silver Convention - Topic	Fly Robin Fly	wC_kCnm3GYQ 47 TopPop: Silver Convention - Fly Robin Fly (1975) • TopPop | TBm1rB9nFKE 41 darney1971: Silver Convention - Fly Robin Fly - HQ | dZ-QL75KGdk 38 Slayd5000: Silver Convention - Fly Robin Fly (Long Version) (Slayd5000)
Simple Minds	Promised You A Miracle	tX55HEX0hb0	high	search	87	235	Simple Minds	Simple Minds - Promised You A Miracle	RxosLw9yT-E 80 Simple Minds: Promised You A Miracle (Remastered 2002) | kH43LyGyHXQ 77 Simple Minds: Promised You A Miracle (Remastered 2001 / Edit) | dHAQ1JpAlhQ 41 Happy Charlie: Simple Minds - Promised You A Miracle (Remastered Audio) 1080p HQ
Simply Red	Sunrise	PE3g2zeBVQQ	high	search	89	218	Simply Red	Simply Red - Sunrise (Official Remastered Video)	77VUJ12kcSQ 77 Simply Red: Sunrise | mwWBY55riqA 54 Simply Red: Simply Red - Sunrise (Live In Santiago) | eoTDxynihHU 43 King's Trust Music: Simply Red - Sunrise (The Prince's Trust Party In The Park 2003)
Slayyyter	My Body	W24NUKm_Q-I	high	search	95	220	slayyyter	Slayyyter - My Body (Official Visualizer)	Fh7jQ8u2ehA 41 andriz: My Body - Slayyyter (Audio) | cULFLbmriCk 39 Chase's Live Bop Recordings: Slayyyter - My Body (Club Valentine Chicago 2023-11-04) | 1t7cC0xj2NA 38 wallyun: slayyyter - touch my body (vizualizer)
Slayyyter	Troubled Paradise	P4re72YUPXI	high	search	95	237	slayyyter	Slayyyter - Troubled Paradise (Official Music Video)	q6LBLb47oFg 46 3starz: Slayyyter - Troubled Paradise (Lyrics) | HvDFYtCdcgc 41 slayyyter: Troubled Paradise/Inferno Euphoria (feat. Not A Friend) [Not A Friend Remix] | KdH-Kj5iiTc 26 slayyyter: Slayyyter - Clouds (Official Video)
Slowdive	kisses	G9RpHfPyEx8	high	search	95	238	Slowdive Official	Slowdive - kisses (Official Video)	oAPdv7tqwYs 44 BBC Music: Slowdive - Kisses | Glastonbury 2023 | 97U7erexyR0 43 David Dean Burkhart: Slowdive - kisses | 7F09aiAl574 41 Onhira: Slowdive - Kisses
Sly & The Family Stone	Dance To The Music	Jn2PNlhvy8E	high	search	87	181	Sly & The Family Stone	Sly & The Family Stone - Dance To The Music (Audio)	BfLzhJ6SN3E 83 Sly & The Family Stone: Sly & The Family Stone - Dance to the Music (J.PERIOD Edit) | uQPqe8oKlvk 77 Sly & The Family Stone: Dance to the Music | 1kzyRM0Sjl8 38 moondancerfarm: Sly & The Family Stone — Dance to the music   YouTube
Smash Mouth	I'm A Believer	0mYBSayCsH0	high	search	87	185	SMASH MOUTH	Smash Mouth - I'm A Believer	bsrqyP7e-aQ 77 SMASH MOUTH: I'm A Believer (Radio Edit) | bWqmc8qxEps 41 Lyrixa: Smash Mouth - I'm a Believer (lyrics) | x1ddEJa1Cvs 39 RavioliGirl: Smash Mouth & Eddie Murphy - I'm A Believer (Movie Version w/ reprise)
Smash Mouth	Then The Morning Comes	cB9JJIoAdYM	high	search	87	191	SMASH MOUTH	Smash Mouth - Then The Morning Comes	RsP4NJg2H_A 42 Song Lyrics HD: Smash Mouth - Then The Morning Comes Lyrics HD | UguMu-jib6g 41 AlbumsAreUs: Smash Mouth - Then The Morning Comes | 5K3XxPYuHNE 40 Failed Astral Projection: Smash Mouth - Then The Morning Comes (2015 Remaster)
Smash Mouth	Walkin' On The Sun	LQj--Kjn0z8	high	search	87	206	SMASH MOUTH	Smash Mouth - Walkin' On The Sun	p8LZhGUu7C8 41 Mental Set: Smash Mouth - Walkin' on the Sun | _6X4oTAc7K0 41 Brian Martens Music: Smash Mouth - Walkin' On The Sun - Remastered | Zdoa_f61JLY 35 SMASH MOUTH: Walkin' On The Sun (Acoustic)
Smith & Thell	Forgive Me Friend	oI9S2W66IYU	high	search	95	223	Smith & Thell	Smith & Thell feat. Swedish Jam Factory - Forgive Me Friend (Official Video)	Iz3EHkiQv5Y 94 Smith & Thell: Smith & Thell feat. Swedish Jam Factory - Forgive Me Friend (Official Audio) | 9Qdwn-tDEhA 45 Smith & Thell: Smith & Thell - Forgive Me Friend (Acoustic Version) | He3Yt7KhTSo 39 DZR MUSIC: Smith & Thell - Forgive Me Friend ft. Swedish Jam Factory (Lyrics)
SNAP!	Rhythm Is A Dancer	_TRrHFUFZNU	high	search	94	333	SNAP!	SNAP! - Rhythm Is A Dancer (Official Audio)	JYIaWeVL1JM 89 SNAP!: SNAP! - Rhythm Is A Dancer (Official 4K Music Video) | nN7pIuc2mz4 44 Cassiopeia: SNAP! - Rhythm Is A Dancer (Lyrics) | J4XP7fJ83yA 40 lrd: SNAP - Rhythm Is a Dancer (Extended HQ)
SNAP!	The Power	sf6qaLARQck	high	search	94	345	SNAP!	SNAP! - The Power (Official Audio)	nm6DO_7px1I 89 SNAP!: SNAP! - The Power (Official 4K Music Video) | 0WupBjrFD_Q 85 SNAP!: Snap! - The Power (Official Lyric Video) | 0DxzizwGOJA 60 SNAP! and DECADR: Snap! - The Power (Elf 99 - spezial, 25th August, 1990)
Sniff 'N' The Tears	Driver's Seat	TYdA5en4V3E	high	search	76	349	Sniff'n'The Tears	"Driver's Seat (12"" Version)"	"9SCzVEUlqqA 50 Ace Records: Sniff 'n' The Tears - ""Driver's Seat"" (Official Video) | V88yyayq6AY 49 Ace Records: Sniff 'n' the Tears - Driver's Seat (Official Audio) | njvh-eOYMqw 40 ellaire: Sniff 'n' the Tears - Driver's Seat (High Quality)"
Sofi Tukker	Chasing Cars	MS3zlUsmQKM	low	search	47	283	Ultra Records	SOFI TUKKER - Chasing Cars (Lyric Video) [Ultra Records]	zcqmlLR2XiI 45 MrSuicideSheep: Sofi Tukker - Chasing Cars | dBJmh2o7LxQ 44 MrRevillz: Sofi Tukker - Chasing Cars | H9UvjtfaaOA 38 Mighty Vibes: SOFI TUKKER - Chasing Cars (Lyrics)
Soft Cell	Tainted Love	XZVpR3Pk-r8	high	search	95	181	Soft Cell	Soft Cell - Tainted Love (Official Music Video)	PE0Wu1ivS7Q 83 Soft Cell: Soft Cell - Tainted Love (Lyric Video) | EWZxFSo-XZY 80 Soft Cell: Tainted Love (Remastered 2023) | q84psZX6MbA 62 Soft Cell: Tainted Love / Where Did Our Love Go? (Extended Version)
sombr	12 to 12	cZgUiR31m-Y	high	search	95	243	sombr	sombr - 12 to 12 (official video)	TDeFuw5mkb4 55 sombr: sombr - 12 to 12 (Live From SNL) | 85hXp_LKtfs 54 sombr: sombr - 12 to 12 (Live at the 68th GRAMMY Awards) | ZGX8V2TU6zU 53 sombr: sombr - 12 to 12 (Live From The Graham Norton Show)
Sonique	It Feels So Good	G28dz7JOjQM	high	manual	58	228	Armada Music TV	Sonique - It Feels So Good (Official Music Video)	G28dz7JOjQM 55 Armada Music TV: Sonique - It Feels So Good (Official Music Video) | O5ZaxGR21sc 43 🎞️BestOf4K🎞️ Official Music Videos Remastered: Sonique - It Feels So Good (1998) 🎦 HD Remaster | mQIFEX_7agA 40 NostalgiaMusic: Sonique - It Feels So Good (Audio)
Sonny Alven	I Cried At The Rave	kqu3NTdh9Qg	high	search	95	159	Sonny Alven	Sonny Alven - I Cried At The Rave (Official Audio Video) ft. mags	ieRkZUjDc_A 41 Pop Notch: Sonny Alven - I Cried At The Rave (Feat. Mags) | 36yy5ocXEL8 18 Sonny Alven: Sonny Alven - Backseat Lovin' | 3UyvQwEM2dA 17 Sonny Alven: I Cried At The Rave (Runther Remix)
Sophia Scott	White Fence	-5o7B0e2LhA	high	search	95	215	SophiaScottMusic	Sophia Scott - White Fence (Official Audio)	L6LOd1iTQDU 46 SophiaScottMusic: Sophia Scott - White Fence (Acoustic) | UtKY-JJIGUw 27 SophiaScottMusic: Sophia Scott - Buy A Round (Official Audio) | TfT2HVxVBrs 26 SophiaScottMusic: Sophia Scott, Iggy Azalea & Renee Blair - Knock Yourself Out (Official Audio)
Sophie Ellis-Bextor	Heartbreak (Make Me A Dancer)	EPYW_ua1BBg	low	search	46	210	James Wiltshire	Heartbreak (Make Me a Dancer) (feat. Sophie Ellis-Bextor)	BQ7H0tuOFGY 43 Armada Music TV: Freemasons feat Sophie Ellis-Bextor - Heartbreak (Make Me A Dancer) [Music Video] | bWkP-mt_bOk 42 Loaded Records: Freemasons feat. Sophie Ellis-Bextor - Heartbreak (Make Me A Dancer) | 2LxCDlRQI6w 39 Nostalgia Music: Sophie Ellis-Bextor - Heartbreak (Make Me a Dancer) ft. Freemasons (Audio)
Soul For Real	Candy Rain	Cx0xzO73Amo	low	search	55	273	Soul4RealVEVO	Soul For Real - Candy Rain (Official Music Video)	"V6hqvDYxxvY 41 Dota 2 Live: Soul For Real - Candy Rain (Lyrics) ""My love, do you ever dream of"" | E_VUBDyj-U0 31 shuri91: Soul 4 Real- Candy Rain | Ssv8xDGDeGo 8 TgotSoul: Soul For Real - Candy Rain LIVE at The Apollo 1995"
Soul II Soul	Keep On Movin'	1iQl46-zIcM	high	search	92	215	SoulIISoulVEVO	Soul II Soul, Caron Wheeler - Keep On Movin'	pCC0eXSAhYE 41 Supa Graph: Soul II Soul - Keep On Moving | 7Bg_xaAqPYw 40 The Disco Dance & Soul Channel: Soul II Soul - Keep On Movin (HQ) | LEHqOfKeabc 39 muzikman: Keep On Movin' - Soul II Soul 1989
Spice Girls	Spice Up Your Life	9wfpXI5PKlw	high	search	95	190	Spice Girls	Spice Girls - Spice Up Your Life (Official Music Video)	q6LExaHSOOU 83 Spice Girls: Spice Girls - Spice Up Your Life (Alternative Version) | NG2i4d8xOMo 78 Spice Girls: Spice Up Your Life | GXu-is5gAaI 75 Spice Girls: Spice Up Your Life
Spin Doctors	Jimmy Olsen's Blues	GrQCro68sRU	high	search	87	265	Spin Doctors	Spin Doctors - Jimmy Olsen's Blues (Promotional short form Video/New Version)	4SvGj6KkiGg 41 Purely GOOD MUSIC: Spin Doctors - Jimmy Olsen's Blues | re7oTQnih-0 40 InkblotPictures: Jimmy Olsen's Blues - Spin Doctors | eMgCKP1ziOY 38 steelygray: Spin Doctors - Jimmy Olsen's Blues - 1992-07-02
Spoon	The Underdog	7v0KCoPMTdU	high	search	87	228	Spoon	Spoon - The Underdog	p50JG49loH8 85 Spoon: Spoon - The Underdog | FqzdRKrHs2w 78 Spoon: The Underdog | LfhYh9uwmMc 75 Spoon: The Underdog
Squeeze	Hourglass	vIqpseoHOkE	high	search	78	198	Squeeze	Hourglass	Jt6QFf1VBSk 77 Squeeze: Hourglass | TNNpQM9TY84 42 Eduardo Montenegro M1: Squeeze - Hourglass (HQ) | JM3PWVDzlfQ 39 kaghup6: Squeeze - Hourglass
Stacey Q	Two Of Hearts	lfBdGT4dn4E	low	search	55	228	RHINO	Stacey Q - Two Of Hearts (Official Music Video)	"IcwSG_igmdY 44 Shout! Studios: The Facts of Life: The Complete Series (3/5) Cinnamon (Stacey Q) Performs ""Two of Hearts"" | YUceKKcb5mM 41 Majestic Sounds: Stacey Q - Two Of Hearts (Lyrics) | ujAcDs9Zeps 40 Johnsito G.: Stacey Q - Two of Hearts | HQ"
Stardust	Music Sounds Better with You	FQlAEiCb8m0	high	search	95	263	Stardust	Stardust - Music Sounds Better With You (Official Music Video)	EvHzRASaCxs 40 GoldenMusic: Stardust - Music Sounds Better With You |Audio HQ] | TuTpa0fJzWA 28 Processing '95: Stardust - Music Sounds Better With You [2019 Remaster] | sLqPSjOE1hI 13 IamLightningStruck: Music Sounds Better With You (Stardust)/Running (Mini Mix) - Leftovers
Starship	We Built This City	Diroq2sYMOw	high	search	84	252	Starship	Starship - We Built This City (Na, sowas!, 11.01.1986)	NtM3jjLP7AE 78 Starship: We Built This City | K1b8AhIsSYQ 57 RHINO: Starship - We Built This City (Official Music Video) [HD] | JW1kfoXtxzY 40 Young Pilgrim Music: Starship - We Built This City (Lyrics)
Stefano	Christmas On		none	search	29	0			GR-tM0I-tUI 4 Stefano Signoroni: Stefano Signoroni & The MC Band - CHRISTMAS DAY (feat.  Monica Hill) [Official Video] | _Oe9-ETU_Jc -3 stefanocecemusic: Stefano Cece - Christmas is coming | jeuNgK7XFFU -5 Stefano Signoroni: Stefano Signoroni & friends - White Christmas (vocal version)
Stefano	Perfect Holiday	pm7xt7KOiYg	low	search	34	163	Release - Topic	Perfect Holiday	Fwif2fPdy9U 33 David Nathan - Topic: Perfect Holiday | hBAvQxQgVTA -28 Cityline: 3 deliciously perfect pairings to go with Christmas dinner | JT0IDTYP8xQ -30 Cityline: A simple family casserole you can make on a weeknight
Stephen Sanchez	SWEET LOVE	B62HyHDheIE	high	search	95	184	Stephen Sanchez	Stephen Sanchez - SWEET LOVE (Official Video)	-t4bxgOCIbY 86 Stephen Sanchez: Stephen Sanchez - SWEET LOVE (Lyric Video) | o35XY_FdYac 40 Pop Station: Stephen Sanchez - SWEET LOVE | LoznpWQpjj4 38 Dex McGuire: Stephen Sanchez - Sweet Love (from album Love, Love, Love) - Good Morning America - March 16
Steppenwolf	Born To Be Wild	igvP806798U	high	search	89	213	Steppenwolf - Topic	Born To Be Wild (Single Version)	41cFf9N5F-A 45 Beat-Club: Steppenwolf - Born To Be Wild (1969) | egMWlD3fLJ8 41 Retrospective Soundtrack: Steppenwolf - Born To Be Wild (Easy Rider) (1969) | KVvidKyTwB8 41 Stereo Classics: Steppenwolf - Born to Be Wild (2023 Remaster)
Stereo MCs	Connected	aatK_l9Yuyk	high	search	95	247	Stereo MCs	Stereo MC's - Connected (Official Music Video)	LMGdRgtblmk 41 Kananesw O.: Stereo MC's - Connected (Full Length) | YvHVRDAnZ6o 40 rencfa: Connected - Stereo Mc's | XzZocl29n3Q 40 YouTob: Stereo MC's ● Connected (Remastered) [HQ]
Steve Miller Band	Abracadabra	tY8B0uQpwZs	high	search	95	220	Steve Miller Band	Steve Miller Band - Abracadabra (Official Music Video)	fkmbF-TIcWs 79 Steve Miller Band: Abracadabra (Remastered 2017) | J3uqwdhCIHo 54 Steve Miller Band: Steve Miller Band - Abracadabra (Live At Pine Knob, 1982) | 7QyoRzZrF00 41 MasterMusikChannel: Steve miller Band - Abracadabra
Steve Miller Band	Jet Airliner	JHa1hiFYbFQ	high	search	79	266	Steve Miller Band	Jet Airliner	rDiQGQb4-Ew 78 Steve Miller Band: Jet Airliner | -2VOfchMAHw 40 Jezza Fontane 2: Steve Miller Band   Jet Airliner LONG VERSION | tJZQLFHEdVU 38 Classic Sounds 70s: THE STEVE MILLER BAND - Jet Airliner (1977)
Steve Miller Band	Jungle Love	qGnCyMc_X-4	high	search	79	188	Steve Miller Band	Jungle Love	95owtLHoMHg 78 Steve Miller Band: Jungle Love | jXycxjuXiuU 78 Steve Miller Band: Jungle Love (Remastered 2017) | LEhY7EIS1Gk 38 Jovan: Steve Miller Band - Jungle Love
Steve Miller Band	Swingtown	6Wg0Y8EkNKI	high	search	78	237	Steve Miller Band	Swingtown	764q8bsvnaY 78 Steve Miller Band: Swingtown (Remastered 2017) | cTyFNA6939w 75 Steve Miller Band: Swingtown | 1jGYx0hMjM0 42 Suburbia Productions: The Steve Miller Band - Swing Town
Stevie B	Spring Love	DsQtMK4P9Rg	low	search	72	304	Stevie B Oficial	Stevie B - Spring Love (Official Music Video)	ADOiaqDp6bI 55 Stevie B Oficial: Spring Love | 8wuTlpr-ri0 44 YOUMUSIC: Stevie B - Spring Love (Audio) | iZSwFWUqG5w 27 Stevie B Oficial: Spring Love (Orignial Mix)
Stevie Nicks	I Can't Wait	aYrgcUojxLE	high	search	97	255	Stevie Nicks	Stevie Nicks - I Can't Wait (Official Video) [HD Remaster]	slMib1riwnw 78 Stevie Nicks: I Can't Wait | ufECaTaESc4 40 Melodic Mayhem: Stevie Nicks - I Can't Wait (1985) | UqtvmZwQs80 39 Grand Theft Auto Radio: Stevie Nicks - I Can't Wait
Stevie Ray Vaughan And Double Trouble	Pride and Joy	I3MTGhRC82s	low	search	72	224	Stevie Ray Vaughan	Stevie Ray Vaughan & Double Trouble - Pride and Joy (Official Audio)	y1Xh-UepaUs 53 Stevie Ray Vaughan: Pride and Joy | hDlSI_-z8Tc 52 Stevie Ray Vaughan: Pride and Joy | kfjXp4KTTY8 33 Stevie Ray Vaughan: Stevie Ray Vaughan & Double Trouble - Pride And Joy (Live at Montreux 1982)
Stevie Wonder	Higher Ground	zGSxvH5i6XQ	high	search	78	192	Stevie Wonder	Higher Ground (Single Version)	1esf0efHbjM 77 Stevie Wonder: Higher Ground | I1_uU9eIZRo 47 Musikladen: Stevie Wonder - Higher Ground (1974) | 3hGSqqhhokE 43 Playing For Change: Higher Ground (Stevie Wonder) | Playing For Change | Song Around the World
Stevie Wonder	I Wish	sbAJ9ihzIks	high	search	78	253	Stevie Wonder	I Wish	WBFXXDuTP4o 75 Stevie Wonder: I Wish (Single Edit) | hYKYka-PNt0 42 Lukefilter: Stevie Wonder - I Wish (the original version) | Me-HOoM-3D4 40 virtualdrummer: Stevie Wonder - I wish
Stevie Wonder	Isn't She Lovely	oE56g61mW44	high	search	79	200	Stevie Wonder	Isn't She Lovely	9-n3Ydy7ras 41 johnniewalker23: Stevie Wonder - Isn't She Lovely | IVvkjuEAwgU 40 Jan Biester: Stevie Wonder-Isn't She Lovely Lyrics | Vw4PxzBkJA8 38 mark podgurski: Stevie Wonder I wish   Isn't she lovely
Stevie Wonder	Skeletons	XsUsj7YSjf4	high	search	79	297	Stevie Wonder	Skeletons	Q-7RCRxG9Ww 78 Stevie Wonder: Skeletons | Bd9VSjTdEKo 46 Motown Records Fan Page: Stevie Wonder - Skeletons (Official Music Video) | u94yWGkoA6o 40 Tyler Krikorian: Stevie Wonder - Skeletons
Stevie Wonder	That Girl	4a0cmyOL9s8	high	search	79	315	Stevie Wonder	That Girl	eagQKwVendA 41 johnniewalker23: Stevie Wonder - That Girl | -nUaJcHDZsc 40 d7radiotv: Stevie Wonder that girl | Dd8ATL-eu6I 38 izugarria: Stevie Wonder - That Girl (Musiquarium)
Stevie Wonder	What Christmas Means To Me	mQZ2F9kM-ZE	high	search	78	148	Stevie Wonder	What Christmas Means To Me	tDO4MX9adVI 44 The Pro Kids Holiday Vocal Troupe: What Christmas Means To Me by Stevie Wonder - Lyric Video | wtgGBgpNcIo 42 ChristmasTimeTV: Stevie Wonder - What Christmas Means To Me (Tamla Records 1967) | bg8fCyRbv_I 40 hermyandloopy: What Christmas Means To Me - Stevie Wonder   • Lyrics •
Sting	Desert Rose (feat. Cheb Mami)	C3lWwBslWqg	high	search	87	284	Sting	Sting - Desert Rose	3gzqsmx1KGU 41 Lara Of Bosnia Save Our Planet: STING & CHEB MAMI - DESERT ROSE | dpz2yIvMGVc 39 Malurus Lyrics: Sting - Desert Rose (Lyrics) | lJxo4_Eza2I 10 Zadkiel602: Sting and Cheb  Mami-Live-Desert Rose
Sting	If You Love Somebody Set Them Free	LSGl3d4KOMk	high	search	87	246	Sting	Sting - If You Love Somebody Set Them Free	P6mMoDUlV_U 83 Sting: Sting - If You Love Somebody Set Them Free (My Songs Version/Audio) | 7NU8HC1YUBA 41 Music: Sting - If You Love Somebody Set Them Free | ncDdP0UkUTU 40 Boris: Sting If You Love Somebody Set Them Free (Remastered 2024) SHQ
Sting	We'll Be Together	KYps5LfOaGg	high	search	87	289	Sting	Sting - We'll Be Together	mieP0fkvVNc 78 Sting: We'll Be Together | tVup9EUKeFo 50 Sting: We'll Be Together (Extended Mix) | qXp1CyFRRdk 40 Music: Sting - We'll Be Together
Stone Temple Pilots	Trippin' on a Hole in a Paper Heart	HVPzWkdhwrw	high	search	95	179	Stone Temple Pilots	Stone Temple Pilots - Trippin' on a Hole in A Paper Heart (Official Music Video)	HfSMc-bHe5E 92 Stone Temple Pilots: Stone Temple Pilots – Trippin' On A Hole In A Paper Heart (Early Version) [Official  | ZPJUUFta7A0 41 TheJP0925: Stone Temple Pilots - Trippin' On a Hole In a Paper Heart Lyrics | sMMgYvT8x3w 40 STPLIVE: Stone Temple Pilots - Trippin' on a Hole in a Paper Heart  (Bizarre Festival 2001) HD
Stone Temple Pilots	Wicked Garden	2oPeZFOpPAM	high	search	95	245	Stone Temple Pilots	Stone Temple Pilots - Wicked Garden (Official Music Video)	lnLuvaSXfig 41 BTLoffical: Stone Temple Pilots - Wicked Garden | k7grHSYyaWc 40 LISTENING PARTY: Wicked Garden - Stone Temple Pilots [HQ] | vFJfweyfHCI 38 Brian: Wicked Garden - Stone Temple Pilots
Stray Kids	Do It	kaBPTrvzf8c	high	search	85	167	Stray Kids	"Stray Kids ""Do It"" Dance Practice Video"	"ZSy5AcukDjI 83 Stray Kids: Stray Kids ""Do It"" (Feat. STAY) Guide Video | NED7nev2ywQ 47 JYP Entertainment: Stray Kids ""Do It"" M/V | bRCP3Jw6mpg 46 ShadowByYoongi: Stray Kids 'Do It' Lyrics (스트레이 키즈 Do It 가사) [Color Coded Han_Rom_Eng] | ShadowByYoongi"
Stray Kids	LALALALA	r7GdqNUo_uE	high	search	85	188	Stray Kids	"Stray Kids ""락 (樂) (LALALALA)"" Dance Practice Video"	"dBDkYofMUs4 47 JYP Entertainment: Stray Kids ""락 (樂) (LALALALA)"" M/V | urWiJrfqZWU 46 Jaeguchi: Stray Kids '락 (樂) (LALALALA)' Lyrics (Color Coded Lyrics) | rwiskJjUjig 45 STUDIO CHOOM [스튜디오 춤]: [BE ORIGINAL] Stray Kids(스트레이 키즈) '락 (樂) (LALALALA)' (4K)"
Stray Kids	Lose My Breath (feat. Charlie Puth)	0-sXXxF4sCE	high	search	85	170	Stray Kids	"Stray Kids ""Lose My Breath (Stray Kids Ver.)"" Performance | The Kelly Clarkson Show"	"SE05iCw3qY8 56 Stray Kids: Stray Kids ""Lose My Breath (Stray Kids Ver.)"" Live Video | SQ1yPMTIwCU 47 JYP Entertainment: Stray Kids ""Lose My Breath (Feat. Charlie Puth)"" M/V | y-uRm1daZL0 47 JXS_BP Official: Stray Kids (스트레이 키즈) 'Lose My Breath (feat. Charlie Puth)' Official Audio"
Stray Kids	Lose My Breath - Stray Kids Ver. (Feat. Charlie Puth)	0-sXXxF4sCE	high	search	85	170	Stray Kids	"Stray Kids ""Lose My Breath (Stray Kids Ver.)"" Performance | The Kelly Clarkson Show"	"Zj_dwLj-lWY 83 Stray Kids: Stray Kids ""Lose My Breath (Stray Kids Ver.)"" Lyric Visualizer | SE05iCw3qY8 56 Stray Kids: Stray Kids ""Lose My Breath (Stray Kids Ver.)"" Live Video | E8n-DPK21-Y 39 Jaehypen: Stray Kids 'Lose My Breath (Stray Kids Ver.)' Lyrics (Color Coded Lyrics)"
Styx	Blue Collar Man (Long Nights)	CDM6v1XhWEg	high	search	87	281	STYX	Styx - Blue Collar Man (Long Nights)	astDDt5OUYM 78 STYX: Blue Collar Man (Long Nights) | nx0NfX_k9P4 76 STYX: Blue Collar Man (Long Nights) | 0hvI74tsTao 75 STYX: Blue Collar Man (Long Nights)
Styx	Mr. Roboto	uc6f_2nPSX8	high	search	95	335	STYX	Styx - Mr. Roboto (Official Video)	j4Fhwekkc7s 41 Infinite Music: Styx - Mr. Roboto (Lyrics) | L6DP4VijKms 40 ♪FenderGibson Sounds♪: Styx | Mr. Roboto (HQ) | aRIhyxoJseA 40 Brian Martens Music: Styx - Mr.  Roboto - Remastered
Sugarland	Babe (Feat. Taylor Swift)	l25AL0BdD6w	high	search	87	280	Sugarland	Sugarland - Babe ft. Taylor Swift	fNVUTgd4pio 86 Sugarland: Sugarland - Babe (Static Video) ft. Taylor Swift | jwK5v-tFtr8 76 Sugarland: Babe | FIOD60JJewo 53 Sugarland: Sugarland - Babe (Live From The TODAY Show/2018)
Suki Waterhouse	Supersad	bkTqDN26efA	high	search	95	185	Suki Waterhouse	Suki Waterhouse - Supersad (Official Video)	"rYSkpvhhxEo 41 Zaya Lyrics: Suki Waterhouse - Supersad (Lyrics) | a_1puyFyRyg 41 🎸 D'BUSHMAN LIVE MUSIC & EVENTS: Suki Waterhouse-""Supersad"" 4K Video @  The Warfield-San Francisco, CA. 1 | kwjjbEmP9yM 40 TrulyIndie | Indie Pop & Indie Music: Suki Waterhouse - Supersad 🎶"
sunkis	CRUSH (with ASTN & Bren Joy)	KbPoW2P-wGY	high	search	87	201	sunkis	sunkis - CRUSH (with ASTN & Bren Joy) - Official Lyric Video	ddI1sm9GpZQ 41 라방기록: 250601 sunkis - CRUSH (feat. ASTN & Bren Joy) [ @ HITC LA 2025 ] | 4mLPDtw9K2k 40 InTuneLyrics: sunkis with ASTN & Bren Joy - Crush (Lyrics) | U8kxwrMqUuY 39 leandrinho77 pereira: sunkis - CRUSH (with ASTN _ Bren Joy) - Official Lyric Video clipe
SUPER-Hi & NEEKA	Get Ready (For Christmas)	fbeBb8pFRkI	low	search	55	193	SUPER-Hi	Get Ready (For Christmas)	VHlHrZkCTBA 34 We Heart Alt! and Ansatz Music: Get Ready (For Christmas) - SUPER-Hi x NEEKA | TKkcsmvYTw4 -22 OneRepublic: OneRepublic - Run (Official Music Video) | Q4VjDocvARA -25 Kevin Crawford: SUPER-HI & NEEKA ☦️🤪🌈❤️⚡️ #LoveCeFromHigh #RockstarsLowered #JesusIsLord ⚡️❤️🌈🤪☦️
Supershy (Tom Misch)	Feel Like Makin' Love (feat. Roberta Flack)	jXZfuN9jaFM	low	search	56	215	Supershy	Supershy - Feel Like Makin’ Love (feat. Roberta Flack)	xz3ioNNFVPk 39 Lirikan: Feel Like Makin' Love | Supershy, Tom Misch, Roberta Flack | Lirik Terjemahan Indonesia | BUTHVWZMmV0 35 MISTER C Official: Feel Like Makin' Love (Extended Version) | tflYyzEVsVY 33 Maslow Unknown: SUPERSHY - FEEL LIKE MAKIN' LOVE FEAT. ROBERTA FLACK [BEYOND THE GROOVE]
